time,dir,s,r,o,rank_raw,rank_filter
0,fwd,30,13,18,2,2
0,fwd,77,0,8,1,1
0,fwd,44,2,3,1,1
0,fwd,271,0,131,2,2
0,fwd,9,11,28,2,2
0,fwd,53,8,347,3,3
0,fwd,88,20,24,211,211
0,fwd,32,2,16,1,1
0,fwd,33,1,258,8,8
0,fwd,864,4,1,1,1
0,fwd,551,3,60,5,5
0,fwd,145,0,37,1,1
0,fwd,127,31,64,1,1
0,fwd,337,0,91,1,1
0,fwd,18,13,30,1,1
0,fwd,19,6,17,1,1
0,fwd,267,23,8,1,1
0,fwd,91,1,101,1,1
0,fwd,2843,35,585,39,39
0,fwd,2,2,9,1,1
0,fwd,40,27,33,1,1
0,fwd,109,3,0,1,1
0,fwd,54,21,1760,9,9
0,fwd,1897,1,469,31,31
0,fwd,41,15,37,4,4
0,fwd,886,0,201,4,4
0,fwd,102,2,842,27,27
0,fwd,107,36,332,1,1
0,fwd,964,0,297,12,12
0,fwd,14,0,1,1,1
0,fwd,82,6,17,134,134
0,fwd,299,52,1,1,1
0,fwd,6269,0,1963,2583,2583
0,fwd,3,21,225,1,1
0,fwd,2643,7,886,78,78
0,fwd,1,16,148,2,1
0,fwd,47,0,56,2,2
0,fwd,28,2,9,2,2
0,fwd,1132,1,181,1,1
0,fwd,53,0,287,2,2
0,fwd,1859,0,402,29,29
0,fwd,241,1,606,4,4
0,fwd,259,0,37,335,335
0,fwd,374,2,17,2,2
0,fwd,193,18,60,1,1
0,fwd,20,6,108,1,1
0,fwd,80,5,2756,2,2
0,fwd,16,14,36,2,2
0,fwd,42,0,8,1,1
0,fwd,18,15,30,1,1
0,fwd,64,34,127,1,1
0,fwd,40,27,258,2,1
0,fwd,54,11,1760,12,12
0,fwd,1536,6,2848,1,1
0,fwd,161,0,639,8,8
0,fwd,697,0,20,34,34
0,fwd,1,16,58,1,1
0,fwd,5,15,7,6,6
0,fwd,677,2,9,2,2
0,fwd,12,3,37,1,1
0,fwd,101,36,91,1,1
0,fwd,1137,1,3919,1,1
0,fwd,137,0,812,1,1
0,fwd,255,43,786,60,60
0,fwd,28,25,2,1,1
0,fwd,875,0,205,30,30
0,fwd,2203,1,102,1,1
0,fwd,22,3,342,1,1
0,fwd,13,17,4,2,2
0,fwd,3726,17,2314,1,1
0,fwd,102,1,2203,1,1
0,fwd,1568,0,5155,5179,5179
0,fwd,1860,1,886,80,80
0,fwd,19,8,17,1,1
0,fwd,446,9,204,2,2
0,fwd,33,27,258,2,1
0,fwd,608,7,49,73,72
0,fwd,572,9,333,20,20
0,fwd,170,0,4369,5098,5098
0,fwd,936,0,353,1,1
0,fwd,825,20,150,2,2
0,fwd,309,9,2,1,1
0,fwd,421,9,793,375,375
0,fwd,66,16,179,2,2
0,fwd,1058,1,1366,37,37
0,fwd,3349,0,687,20,20
0,fwd,714,0,134,1,1
0,fwd,0,0,626,539,539
0,fwd,98,0,1516,335,335
0,fwd,717,10,32,1,1
0,fwd,218,7,1,1,1
0,fwd,14,1,26,1,1
