time,dir,s,r,o,rank_raw,rank_filter
0,fwd,30,13,18,1,1
0,fwd,77,0,8,1,1
0,fwd,44,2,3,1,1
0,fwd,271,0,131,5,5
0,fwd,9,11,28,3,3
0,fwd,53,8,347,5,5
0,fwd,88,20,24,566,566
0,fwd,32,2,16,1,1
0,fwd,33,1,258,1,1
0,fwd,864,4,1,1,1
0,fwd,551,3,60,3,3
0,fwd,145,0,37,1,1
0,fwd,127,31,64,1,1
0,fwd,337,0,91,1,1
0,fwd,18,13,30,1,1
0,fwd,19,6,17,1,1
0,fwd,267,23,8,1,1
0,fwd,91,1,101,1,1
0,fwd,2843,35,585,31,31
0,fwd,2,2,9,1,1
0,fwd,40,27,33,1,1
0,fwd,109,3,0,1,1
0,fwd,54,21,1760,5,5
0,fwd,1897,1,469,12,12
0,fwd,41,15,37,3,3
0,fwd,886,0,201,39,39
0,fwd,102,2,842,71,71
0,fwd,107,36,332,1,1
0,fwd,964,0,297,19,19
0,fwd,14,0,1,1,1
0,fwd,82,6,17,355,355
0,fwd,299,52,1,1,1
0,fwd,6269,0,1963,3778,3778
0,fwd,3,21,225,1,1
0,fwd,2643,7,886,1112,1112
0,fwd,1,16,148,1,1
0,fwd,47,0,56,1,1
0,fwd,28,2,9,1,1
0,fwd,1132,1,181,2,2
0,fwd,53,0,287,2,2
0,fwd,1859,0,402,9,9
0,fwd,241,1,606,4,4
0,fwd,259,0,37,45,45
0,fwd,374,2,17,1,1
0,fwd,193,18,60,1,1
0,fwd,20,6,108,1,1
0,fwd,80,5,2756,2,2
0,fwd,16,14,36,1,1
0,fwd,42,0,8,1,1
0,fwd,18,15,30,1,1
0,fwd,64,34,127,1,1
0,fwd,40,27,258,2,1
0,fwd,54,11,1760,4,4
0,fwd,1536,6,2848,1,1
0,fwd,161,0,639,22,22
0,fwd,697,0,20,102,102
0,fwd,1,16,58,2,1
0,fwd,5,15,7,2,2
0,fwd,677,2,9,2,2
0,fwd,12,3,37,1,1
0,fwd,101,36,91,1,1
0,fwd,1137,1,3919,1,1
0,fwd,137,0,812,3,3
0,fwd,255,43,786,89,89
0,fwd,28,25,2,1,1
0,fwd,875,0,205,34,34
0,fwd,2203,1,102,1,1
0,fwd,22,3,342,1,1
0,fwd,13,17,4,4,4
0,fwd,3726,17,2314,3,3
0,fwd,102,1,2203,2,2
0,fwd,1568,0,5155,5660,5660
0,fwd,1860,1,886,40,40
0,fwd,19,8,17,1,1
0,fwd,446,9,204,1,1
0,fwd,33,27,258,1,1
0,fwd,608,7,49,300,299
0,fwd,572,9,333,15,15
0,fwd,170,0,4369,5435,5435
0,fwd,936,0,353,1,1
0,fwd,825,20,150,2,2
0,fwd,309,9,2,1,1
0,fwd,421,9,793,197,197
0,fwd,66,16,179,1,1
0,fwd,1058,1,1366,31,31
0,fwd,3349,0,687,2,2
0,fwd,714,0,134,1,1
0,fwd,0,0,626,335,335
0,fwd,98,0,1516,448,448
0,fwd,717,10,32,2,2
0,fwd,218,7,1,1,1
0,fwd,14,1,26,2,2
0,fwd,3724,1,4621,20,20
0,fwd,3,49,44,4,4
0,fwd,1449,8,27,1,1
0,fwd,101,1,91,1,1
0,fwd,15,0,167,10,10
0,fwd,47,7,56,4,4
0,fwd,38,0,11,4,4
0,fwd,469,1,1897,19,19
0,fwd,298,1,3403,10,10
0,fwd,1366,1,1058,24,24
0,fwd,2756,1,541,1,1
0,fwd,407,10,563,2,2
0,fwd,2,10,746,32,32
0,fwd,258,1,72,19,18
0,fwd,3919,0,104,1,1
0,fwd,0,3,5,1,1
0,fwd,225,21,3,1,1
0,fwd,1,5,864,2,1
0,fwd,849,28,500,357,357
0,fwd,1436,0,58,28,28
0,fwd,149,0,86,1,1
0,fwd,254,10,15,2,2
0,fwd,165,2,32,5,5
0,fwd,122,0,61,1,1
0,fwd,26,1,14,1,1
0,fwd,2,28,3934,6672,6672
0,fwd,91,31,101,1,1
0,fwd,28,26,9,1,1
0,fwd,2314,17,3726,3,3
0,fwd,24,5,33,1,1
0,fwd,3,21,977,44,43
0,fwd,825,20,226,10,9
0,fwd,40,4,24,4,4
0,fwd,179,16,66,1,1
0,fwd,1,13,148,1,1
0,fwd,271,1,131,2,2
0,fwd,1262,0,1844,47,47
0,fwd,3207,28,441,9,9
0,fwd,4237,2,364,1,1
0,fwd,606,0,75,785,785
0,fwd,772,14,591,30,30
0,fwd,199,7,281,45,45
0,fwd,0,16,5,5,5
0,fwd,324,1,638,6,6
0,fwd,205,7,106,22,22
0,fwd,2483,10,156,1,1
0,fwd,657,4,1,1,1
0,fwd,7,5,11,1,1
0,fwd,258,15,24,3,3
0,fwd,10,16,196,4,4
0,fwd,203,3,178,10,10
0,fwd,3,28,1326,49,49
0,fwd,258,1,33,1,1
0,fwd,22,1,342,1,1
0,fwd,64,11,127,1,1
0,fwd,330,10,2,1,1
